"Plot Title: P33"
"Date Time, GMT+02:00","Temp, °C (SEN S/N: 9761951)","Coupler Detached","Coupler Attached","Host Connected","Bad Battery","Good Battery","End Of File"
04/21/2017 10:15:28 AM,25.987,,,,,,
04/21/2017 10:15:42 AM,,Logged,,,,,
04/21/2017 11:15:28 AM,26.280,,,,,,
04/21/2017 11:20:23 AM,,,Logged,Logged,,,
04/21/2017 11:21:07 AM,,Logged,,,,,
04/21/2017 11:52:25 AM,,,Logged,,,,
04/21/2017 11:52:32 AM,,Logged,,,,,
04/21/2017 11:52:42 AM,,,Logged,,,,
04/21/2017 11:52:47 AM,,,,Logged,,,
04/21/2017 11:53:06 AM,,Logged,,,,,
04/21/2017 12:15:28 PM,24.871,,,,,,
04/21/2017 01:15:28 PM,24.291,,,,,,
04/21/2017 02:15:28 PM,24.968,,,,,,
04/21/2017 03:15:28 PM,25.065,,,,,,
04/21/2017 04:15:28 PM,25.162,,,,,,
04/21/2017 05:15:28 PM,25.234,,,,,,
04/21/2017 06:15:28 PM,25.307,,,,,,
04/21/2017 07:15:28 PM,25.283,,,,,,
04/21/2017 08:15:28 PM,25.331,,,,,,
04/21/2017 09:15:28 PM,25.234,,,,,,
04/21/2017 10:15:28 PM,24.629,,,,,,
04/21/2017 11:15:28 PM,24.219,,,,,,
04/22/2017 12:15:28 AM,23.954,,,,,,
04/22/2017 01:15:28 AM,23.761,,,,,,
04/22/2017 02:15:28 AM,23.593,,,,,,
04/22/2017 03:15:28 AM,23.448,,,,,,
04/22/2017 04:15:28 AM,23.280,,,,,,
04/22/2017 05:15:28 AM,23.160,,,,,,
04/22/2017 06:15:28 AM,23.016,,,,,,
04/22/2017 07:15:28 AM,22.896,,,,,,
04/22/2017 08:15:28 AM,22.800,,,,,,
04/22/2017 09:15:28 AM,23.232,,,,,,
04/22/2017 10:15:28 AM,23.448,,,,,,
04/22/2017 11:15:28 AM,23.761,,,,,,
04/22/2017 12:15:28 PM,23.978,,,,,,
04/22/2017 01:15:28 PM,24.195,,,,,,
04/22/2017 02:15:28 PM,24.388,,,,,,
04/22/2017 03:15:28 PM,24.532,,,,,,
04/22/2017 04:15:28 PM,24.702,,,,,,
04/22/2017 05:15:28 PM,24.944,,,,,,
04/22/2017 06:15:28 PM,24.968,,,,,,
04/22/2017 07:15:28 PM,24.968,,,,,,
04/22/2017 08:15:28 PM,24.847,,,,,,
04/22/2017 09:15:28 PM,24.581,,,,,,
04/22/2017 10:15:28 PM,24.315,,,,,,
04/22/2017 11:15:28 PM,24.122,,,,,,
04/23/2017 12:15:28 AM,23.978,,,,,,
04/23/2017 01:15:28 AM,23.833,,,,,,
04/23/2017 02:15:28 AM,23.713,,,,,,
04/23/2017 03:15:28 AM,23.593,,,,,,
04/23/2017 04:15:28 AM,23.448,,,,,,
04/23/2017 05:15:28 AM,23.328,,,,,,
04/23/2017 06:15:28 AM,23.232,,,,,,
04/23/2017 07:15:28 AM,23.136,,,,,,
04/23/2017 08:15:28 AM,23.088,,,,,,
04/23/2017 09:15:28 AM,23.184,,,,,,
04/23/2017 10:15:28 AM,23.545,,,,,,
04/23/2017 11:15:28 AM,23.954,,,,,,
04/23/2017 12:15:28 PM,24.243,,,,,,
04/23/2017 01:15:28 PM,24.484,,,,,,
