"Plot Title: P66"
"Date Time, GMT+02:00","Temp, °C (SEN S/N: 9695077)","Coupler Detached","Bad Battery","Coupler Attached","Host Connected","End Of File"
05/02/2017 12:55:01 PM,25.598,,,,,
05/02/2017 12:55:16 PM,,Logged,,,,
05/02/2017 01:55:01 PM,24.653,,,,,
05/02/2017 02:55:01 PM,24.750,,,,,
05/02/2017 03:55:01 PM,24.750,,,,,
05/02/2017 04:55:01 PM,24.847,,,,,
05/02/2017 05:55:01 PM,24.750,,,,,
05/02/2017 06:55:01 PM,24.484,,,,,
05/02/2017 07:55:01 PM,24.267,,,,,
05/02/2017 08:55:01 PM,24.002,,,,,
05/02/2017 09:55:01 PM,23.713,,,,,
05/02/2017 10:55:01 PM,23.472,,,,,
05/02/2017 11:55:01 PM,23.232,,,,,
05/03/2017 12:55:01 AM,23.040,,,,,
05/03/2017 01:55:01 AM,22.896,,,,,
05/03/2017 02:55:01 AM,22.753,,,,,
05/03/2017 03:55:01 AM,22.609,,,,,
05/03/2017 04:55:01 AM,22.465,,,,,
05/03/2017 05:55:01 AM,22.321,,,,,
05/03/2017 06:55:01 AM,22.202,,,,,
05/03/2017 07:55:01 AM,22.130,,,,,
05/03/2017 08:55:01 AM,22.082,,,,,
05/03/2017 09:55:01 AM,20.698,,,,,
05/03/2017 10:55:01 AM,20.650,,,,,
05/03/2017 11:55:01 AM,24.629,,,,,
05/03/2017 12:55:01 PM,26.256,,,,,
05/03/2017 01:55:01 PM,16.249,,,,,
05/03/2017 02:55:01 PM,18.390,,,,,
05/03/2017 03:55:01 PM,19.080,,,,,
05/03/2017 04:55:01 PM,18.176,,,,,
05/03/2017 05:55:01 PM,17.391,,,,,
05/03/2017 06:55:01 PM,15.939,,,,,
05/03/2017 07:55:01 PM,14.697,,,,,
05/03/2017 08:55:01 PM,12.316,,,,,
05/03/2017 09:55:01 PM,9.706,,,,,
05/03/2017 10:55:01 PM,8.344,,,,,
05/03/2017 11:55:01 PM,7.594,,,,,
05/04/2017 12:55:01 AM,7.142,,,,,
05/04/2017 01:55:01 AM,6.839,,,,,
05/04/2017 02:55:01 AM,6.687,,,,,
05/04/2017 03:55:01 AM,6.458,,,,,
05/04/2017 04:55:01 AM,6.458,,,,,
05/04/2017 05:55:01 AM,6.433,,,,,
05/04/2017 06:55:01 AM,6.357,,,,,
05/04/2017 07:55:01 AM,6.255,,,,,
05/04/2017 08:55:01 AM,6.509,,,,,
05/04/2017 09:55:01 AM,6.990,,,,,
05/04/2017 10:55:01 AM,8.792,,,,,
05/04/2017 11:55:01 AM,13.522,,,,,
05/04/2017 12:55:01 PM,14.984,,,,,
05/04/2017 01:55:01 PM,14.194,,,,,
05/04/2017 02:55:01 PM,16.677,,,,,
05/04/2017 03:55:01 PM,17.177,,,,,
05/04/2017 04:55:01 PM,18.152,,,,,
05/04/2017 05:55:01 PM,17.843,,,,,
05/04/2017 06:55:01 PM,16.153,,,,,
05/04/2017 07:55:01 PM,14.122,,,,,
05/04/2017 08:55:01 PM,12.025,,,,,
05/04/2017 09:55:01 PM,10.785,,,,,
05/04/2017 10:55:01 PM,9.952,,,,,
05/04/2017 11:55:01 PM,9.435,,,,,
05/05/2017 12:55:01 AM,9.213,,,,,
05/05/2017 01:55:01 AM,9.213,,,,,
05/05/2017 02:55:01 AM,9.089,,,,,
05/05/2017 03:55:01 AM,9.064,,,,,
05/05/2017 04:55:01 AM,8.618,,,,,
05/05/2017 05:55:01 AM,8.220,,,,,
05/05/2017 06:55:01 AM,8.045,,,,,
05/05/2017 07:55:01 AM,7.920,,,,,
05/05/2017 08:55:01 AM,7.845,,,,,
05/05/2017 09:55:01 AM,7.619,,,,,
05/05/2017 10:55:01 AM,8.792,,,,,
05/05/2017 11:55:01 AM,15.294,,,,,
05/05/2017 12:55:01 PM,18.985,,,,,
05/05/2017 01:55:01 PM,17.391,,,,,
05/05/2017 02:55:01 PM,15.079,,,,,
05/05/2017 03:55:01 PM,18.461,,,,,
05/05/2017 04:55:01 PM,16.892,,,,,
05/05/2017 05:55:01 PM,15.748,,,,,
05/05/2017 06:55:01 PM,12.799,,,,,
05/05/2017 07:55:01 PM,11.127,,,,,
05/05/2017 08:55:01 PM,8.965,,,,,
05/05/2017 09:55:01 PM,8.593,,,,,
05/05/2017 10:55:01 PM,7.393,,,,,
05/05/2017 11:55:01 PM,6.306,,,,,
05/06/2017 12:55:01 AM,5.565,,,,,
05/06/2017 01:55:01 AM,5.334,,,,,
05/06/2017 02:55:01 AM,4.973,,,,,
05/06/2017 03:55:01 AM,4.194,,,,,
05/06/2017 04:55:01 AM,3.854,,,,,
05/06/2017 05:55:01 AM,3.406,,,,,
05/06/2017 06:55:01 AM,3.168,,,,,
05/06/2017 07:55:01 AM,3.009,,,,,
05/06/2017 08:55:01 AM,3.036,,,,,
05/06/2017 09:55:01 AM,3.116,,,,,
05/06/2017 10:55:01 AM,4.636,,,,,
05/06/2017 11:55:01 AM,12.364,,,,,
05/06/2017 12:55:01 PM,16.796,,,,,
05/06/2017 01:55:01 PM,19.341,,,,,
05/06/2017 02:55:01 PM,20.555,,,,,
05/06/2017 03:55:01 PM,20.889,,,,,
05/06/2017 04:55:01 PM,20.269,,,,,
05/06/2017 05:55:01 PM,18.818,,,,,
05/06/2017 06:55:01 PM,16.654,,,,,
05/06/2017 07:55:01 PM,15.031,,,,,
05/06/2017 08:55:01 PM,12.920,,,,,
05/06/2017 09:55:01 PM,10.124,,,,,
05/06/2017 10:55:01 PM,8.668,,,,,
05/06/2017 11:55:01 PM,7.619,,,,,
05/07/2017 12:55:01 AM,6.763,,,,,
05/07/2017 01:55:01 AM,5.949,,,,,
05/07/2017 02:55:01 AM,5.385,,,,,
05/07/2017 03:55:01 AM,4.818,,,,,
05/07/2017 04:55:01 AM,4.376,,,,,
05/07/2017 05:55:01 AM,3.932,,,,,
05/07/2017 06:55:01 AM,3.906,,,,,
05/07/2017 07:55:01 AM,3.827,,,,,
05/07/2017 08:55:01 AM,3.906,,,,,
05/07/2017 09:55:01 AM,4.246,,,,,
05/07/2017 10:55:01 AM,6.204,,,,,
05/07/2017 11:55:01 AM,13.618,,,,,
05/07/2017 12:55:01 PM,17.510,,,,,
05/07/2017 01:55:01 PM,20.365,,,,,
05/07/2017 02:55:01 PM,21.366,,,,,
05/07/2017 03:55:01 PM,21.103,,,,,
05/07/2017 04:55:01 PM,19.960,,,,,
05/07/2017 05:55:01 PM,18.937,,,,,
05/07/2017 06:55:01 PM,17.653,,,,,
05/07/2017 07:55:01 PM,15.986,,,,,
05/07/2017 08:55:01 PM,13.786,,,,,
05/07/2017 09:55:01 PM,11.419,,,,,
05/07/2017 10:55:01 PM,9.903,,,,,
05/07/2017 11:55:01 PM,9.015,,,,,
05/08/2017 12:55:01 AM,8.270,,,,,
05/08/2017 01:55:01 AM,7.745,,,,,
05/08/2017 02:55:01 AM,7.167,,,,,
05/08/2017 03:55:01 AM,6.661,,,,,
05/08/2017 04:55:01 AM,6.255,,,,,
05/08/2017 05:55:01 AM,5.872,,,,,
05/08/2017 06:55:01 AM,5.360,,,,,
05/08/2017 07:55:01 AM,5.231,,,,,
05/08/2017 08:55:01 AM,5.308,,,,,
05/08/2017 09:55:01 AM,5.591,,,,,
05/08/2017 10:55:01 AM,7.619,,,,,
05/08/2017 11:55:01 AM,14.960,,,,,
05/08/2017 12:55:01 PM,19.080,,,,,
05/08/2017 01:55:01 PM,21.056,,,,,
05/08/2017 02:55:01 PM,21.342,,,,,
05/08/2017 03:55:01 PM,21.127,,,,,
05/08/2017 04:55:01 PM,20.746,,,,,
05/08/2017 05:55:01 PM,18.818,,,,,
05/08/2017 06:55:01 PM,16.844,,,,,
05/08/2017 07:55:01 PM,15.270,,,,,
05/08/2017 08:55:01 PM,13.690,,,,,
05/08/2017 09:55:01 PM,11.443,,,,,
05/08/2017 10:55:01 PM,9.903,,,,,
05/08/2017 11:55:01 PM,8.618,,,,,
05/09/2017 12:55:01 AM,7.995,,,,,
05/09/2017 01:55:01 AM,7.469,,,,,
05/09/2017 02:55:01 AM,7.167,,,,,
05/09/2017 03:55:01 AM,7.116,,,,,
05/09/2017 04:55:01 AM,7.142,,,,,
05/09/2017 05:55:01 AM,7.116,,,,,
05/09/2017 06:55:01 AM,6.687,,,,,
05/09/2017 07:55:01 AM,6.661,,,,,
05/09/2017 08:55:01 AM,6.813,,,,,
05/09/2017 09:55:01 AM,7.091,,,,,
05/09/2017 10:55:01 AM,8.841,,,,,
05/09/2017 11:55:01 AM,14.625,,,,,
05/09/2017 12:55:01 PM,17.153,,,,,
05/09/2017 01:55:01 PM,18.557,,,,,
05/09/2017 02:55:01 PM,18.723,,,,,
05/09/2017 03:55:01 PM,17.582,,,,,
05/09/2017 04:55:01 PM,18.509,,,,,
05/09/2017 05:55:01 PM,17.677,,,,,
05/09/2017 06:55:01 PM,16.558,,,,,
05/09/2017 07:55:01 PM,14.290,,,,,
05/09/2017 08:55:01 PM,12.340,,,,,
05/09/2017 09:55:01 PM,11.443,,,,,
05/09/2017 10:55:01 PM,9.879,,,,,
05/09/2017 11:55:01 PM,8.891,,,,,
05/10/2017 12:55:01 AM,8.020,,,,,
05/10/2017 01:55:01 AM,7.419,,,,,
05/10/2017 02:55:01 AM,6.914,,,,,
05/10/2017 03:55:01 AM,6.484,,,,,
05/10/2017 04:55:01 AM,6.281,,,,,
05/10/2017 05:55:01 AM,6.484,,,,,
05/10/2017 06:55:01 AM,6.889,,,,,
05/10/2017 07:55:01 AM,7.167,,,,,
05/10/2017 08:55:01 AM,7.419,,,,,
05/10/2017 09:55:01 AM,8.319,,,,,
05/10/2017 10:55:01 AM,10.590,,,,,
05/10/2017 11:55:01 AM,15.843,,,,,
05/10/2017 12:55:01 PM,19.151,,,,,
05/10/2017 01:55:01 PM,20.079,,,,,
05/10/2017 02:55:01 PM,20.269,,,,,
05/10/2017 03:55:01 PM,18.889,,,,,
05/10/2017 04:55:01 PM,17.320,,,,,
05/10/2017 05:55:01 PM,15.175,,,,,
05/10/2017 06:55:01 PM,13.546,,,,,
05/10/2017 07:55:01 PM,11.565,,,,,
05/10/2017 08:55:01 PM,9.780,,,,,
05/10/2017 09:55:01 PM,8.045,,,,,
05/10/2017 10:55:01 PM,7.167,,,,,
05/10/2017 11:55:01 PM,6.509,,,,,
05/11/2017 12:55:01 AM,6.763,,,,,
05/11/2017 01:55:01 AM,6.940,,,,,
05/11/2017 02:55:01 AM,6.484,,,,,
05/11/2017 03:55:01 AM,6.535,,,,,
05/11/2017 04:55:01 AM,6.433,,,,,
05/11/2017 05:55:01 AM,5.898,,,,,
05/11/2017 06:55:01 AM,5.642,,,,,
05/11/2017 07:55:01 AM,5.770,,,,,
05/11/2017 08:55:01 AM,5.616,,,,,
05/11/2017 09:55:01 AM,6.357,,,,,
05/11/2017 10:55:01 AM,7.242,,,,,
05/11/2017 11:55:01 AM,10.001,,,,,
05/11/2017 12:55:01 PM,12.001,,,,,
05/11/2017 01:55:01 PM,10.956,,,,,
05/11/2017 02:55:01 PM,8.916,,,,,
05/11/2017 03:55:01 PM,8.444,,,,,
05/11/2017 04:55:01 PM,7.870,,,,,
05/11/2017 05:55:01 PM,7.670,,,,,
05/11/2017 06:55:01 PM,7.569,,,,,
05/11/2017 07:55:01 PM,6.509,,,,,
05/11/2017 08:55:01 PM,5.975,,,,,
05/11/2017 09:55:01 PM,4.818,,,,,
05/11/2017 10:55:01 PM,4.740,,,,,
05/11/2017 11:55:01 PM,4.350,,,,,
05/12/2017 12:55:01 AM,3.617,,,,,
05/12/2017 01:55:01 AM,4.037,,,,,
05/12/2017 02:55:01 AM,3.932,,,,,
05/12/2017 03:55:01 AM,4.246,,,,,
05/12/2017 04:55:01 AM,3.643,,,,,
05/12/2017 05:55:01 AM,3.248,,,,,
05/12/2017 06:55:01 AM,3.591,,,,,
05/12/2017 07:55:01 AM,3.880,,,,,
05/12/2017 08:55:01 AM,4.610,,,,,
05/12/2017 09:55:01 AM,5.076,,,,,
05/12/2017 10:55:01 AM,6.281,,,,,
05/12/2017 11:55:01 AM,7.494,,,,,
05/12/2017 12:55:01 PM,7.695,,,,,
05/12/2017 01:55:01 PM,8.195,,,,,
05/12/2017 02:55:01 PM,9.558,,,,,
05/12/2017 03:55:01 PM,8.916,,,,,
05/12/2017 04:55:01 PM,8.270,,,,,
05/12/2017 05:55:01 PM,8.419,,,,,
05/12/2017 06:55:01 PM,7.343,,,,,
05/12/2017 07:55:01 PM,7.167,,,,,
05/12/2017 08:55:01 PM,6.839,,,,,
05/12/2017 09:55:01 PM,6.509,,,,,
05/12/2017 10:55:01 PM,6.281,,,,,
05/12/2017 11:55:01 PM,5.334,,,,,
05/13/2017 12:55:01 AM,5.076,,,,,
05/13/2017 01:55:01 AM,4.402,,,,,
05/13/2017 02:55:01 AM,4.584,,,,,
05/13/2017 03:55:01 AM,4.194,,,,,
05/13/2017 04:55:01 AM,3.433,,,,,
05/13/2017 05:55:01 AM,2.690,,,,,
05/13/2017 06:55:01 AM,2.343,,,,,
05/13/2017 07:55:01 AM,2.209,,,,,
05/13/2017 08:55:01 AM,2.236,,,,,
05/13/2017 09:55:01 AM,2.423,,,,,
05/13/2017 10:55:01 AM,5.024,,,,,
05/13/2017 11:55:01 AM,11.710,,,,,
05/13/2017 12:55:01 PM,14.242,,,,,
05/13/2017 01:55:01 PM,16.320,,,,,
05/13/2017 02:55:01 PM,15.247,,,,,
05/13/2017 03:55:01 PM,13.738,,,,,
05/13/2017 04:55:01 PM,13.353,,,,,
05/13/2017 05:55:01 PM,11.783,,,,,
05/13/2017 06:55:01 PM,10.247,,,,,
05/13/2017 07:55:01 PM,9.485,,,,,
05/13/2017 08:55:01 PM,8.717,,,,,
05/13/2017 09:55:01 PM,8.195,,,,,
05/13/2017 10:55:01 PM,7.920,,,,,
05/13/2017 11:55:01 PM,7.419,,,,,
05/14/2017 12:55:01 AM,6.000,,,,,
05/14/2017 01:55:01 AM,4.999,,,,,
05/14/2017 02:55:01 AM,4.298,,,,,
05/14/2017 03:55:01 AM,3.485,,,,,
05/14/2017 04:55:01 AM,3.036,,,,,
05/14/2017 05:55:01 AM,2.770,,,,,
05/14/2017 06:55:01 AM,2.503,,,,,
05/14/2017 07:55:01 AM,2.423,,,,,
05/14/2017 08:55:01 AM,2.477,,,,,
05/14/2017 09:55:01 AM,2.823,,,,,
05/14/2017 10:55:01 AM,5.719,,,,,
05/14/2017 11:55:01 AM,12.944,,,,,
05/14/2017 12:55:01 PM,12.606,,,,,
05/14/2017 01:55:01 PM,13.714,,,,,
05/14/2017 02:55:01 PM,14.745,,,,,
05/14/2017 03:55:01 PM,13.954,,,,,
05/14/2017 04:55:01 PM,12.582,,,,,
05/14/2017 05:55:01 PM,12.122,,,,,
05/14/2017 06:55:01 PM,12.413,,,,,
05/14/2017 07:55:01 PM,11.565,,,,,
05/14/2017 08:55:01 PM,10.541,,,,,
05/14/2017 09:55:01 PM,8.494,,,,,
05/14/2017 10:55:01 PM,7.368,,,,,
05/14/2017 11:55:01 PM,6.560,,,,,
05/15/2017 12:55:01 AM,5.898,,,,,
05/15/2017 01:55:01 AM,5.437,,,,,
05/15/2017 02:55:01 AM,5.076,,,,,
05/15/2017 03:55:01 AM,4.584,,,,,
05/15/2017 04:55:01 AM,4.037,,,,,
05/15/2017 05:55:01 AM,3.722,,,,,
05/15/2017 06:55:01 AM,3.406,,,,,
05/15/2017 07:55:01 AM,3.433,,,,,
05/15/2017 08:55:01 AM,3.670,,,,,
05/15/2017 09:55:01 AM,4.168,,,,,
05/15/2017 10:55:01 AM,7.368,,,,,
05/15/2017 11:55:01 AM,14.361,,,,,
05/15/2017 12:55:01 PM,17.843,,,,,
05/15/2017 01:55:01 PM,19.270,,,,,
05/15/2017 02:55:01 PM,18.081,,,,,
05/15/2017 03:55:01 PM,19.817,,,,,
05/15/2017 04:55:01 PM,19.698,,,,,
05/15/2017 05:55:01 PM,17.986,,,,,
05/15/2017 06:55:01 PM,16.439,,,,,
05/15/2017 07:55:01 PM,14.697,,,,,
05/15/2017 08:55:01 PM,13.185,,,,,
05/15/2017 09:55:01 PM,11.029,,,,,
05/15/2017 10:55:01 PM,9.780,,,,,
05/15/2017 11:55:01 PM,9.238,,,,,
05/16/2017 12:55:01 AM,8.643,,,,,
05/16/2017 01:55:01 AM,8.045,,,,,
05/16/2017 02:55:01 AM,7.745,,,,,
05/16/2017 03:55:01 AM,7.444,,,,,
05/16/2017 04:55:01 AM,6.990,,,,,
05/16/2017 05:55:01 AM,6.788,,,,,
05/16/2017 06:55:01 AM,6.484,,,,,
05/16/2017 07:55:01 AM,6.255,,,,,
05/16/2017 08:55:01 AM,6.737,,,,,
05/16/2017 09:55:01 AM,7.293,,,,,
05/16/2017 10:55:01 AM,10.492,,,,,
05/16/2017 11:55:01 AM,15.390,,,,,
05/16/2017 12:55:01 PM,16.939,,,,,
05/16/2017 01:55:01 PM,18.652,,,,,
05/16/2017 02:55:01 PM,17.011,,,,,
05/16/2017 03:55:01 PM,18.176,,,,,
05/16/2017 04:55:01 PM,18.176,,,,,
05/16/2017 05:55:01 PM,17.201,,,,,
05/16/2017 06:55:01 PM,15.676,,,,,
05/16/2017 07:55:01 PM,14.721,,,,,
05/16/2017 08:55:01 PM,13.425,,,,,
05/16/2017 09:55:01 PM,11.127,,,,,
05/16/2017 10:55:01 PM,9.854,,,,,
05/16/2017 11:55:01 PM,9.040,,,,,
05/17/2017 12:55:01 AM,8.568,,,,,
05/17/2017 01:55:01 AM,8.070,,,,,
05/17/2017 02:55:01 AM,7.695,,,,,
05/17/2017 03:55:01 AM,7.469,,,,,
05/17/2017 04:55:01 AM,7.066,,,,,
05/17/2017 05:55:01 AM,6.940,,,,,
05/17/2017 06:55:01 AM,6.839,,,,,
05/17/2017 07:55:01 AM,6.990,,,,,
05/17/2017 08:55:01 AM,7.544,,,,,
05/17/2017 09:55:01 AM,9.410,,,,,
05/17/2017 10:55:01 AM,12.171,,,,,
05/17/2017 11:55:01 AM,14.912,,,,,
05/17/2017 12:55:01 PM,20.317,,,,,
05/17/2017 01:55:01 PM,22.441,,,,,
05/17/2017 02:55:01 PM,22.082,,,,,
05/17/2017 03:55:01 PM,23.016,,,,,
05/17/2017 04:55:01 PM,21.437,,,,,
05/17/2017 05:55:01 PM,19.841,,,,,
05/17/2017 06:55:01 PM,17.177,,,,,
05/17/2017 07:55:01 PM,15.939,,,,,
05/17/2017 08:55:01 PM,14.601,,,,,
05/17/2017 09:55:01 PM,12.219,,,,,
05/17/2017 10:55:01 PM,10.541,,,,,
05/17/2017 11:55:01 PM,9.534,,,,,
05/18/2017 12:55:01 AM,8.717,,,,,
05/18/2017 01:55:01 AM,8.120,,,,,
05/18/2017 02:55:01 AM,7.645,,,,,
05/18/2017 03:55:01 AM,7.594,,,,,
05/18/2017 04:55:01 AM,7.192,,,,,
05/18/2017 05:55:01 AM,6.889,,,,,
05/18/2017 06:55:01 AM,6.712,,,,,
05/18/2017 07:55:01 AM,6.737,,,,,
05/18/2017 08:55:01 AM,6.585,,,,,
05/18/2017 09:55:01 AM,6.839,,,,,
05/18/2017 10:55:01 AM,9.952,,,,,
05/18/2017 11:55:01 AM,15.342,,,,,
05/18/2017 12:55:01 PM,13.185,,,,,
05/18/2017 01:55:01 PM,16.201,,,,,
05/18/2017 02:55:01 PM,16.939,,,,,
05/18/2017 03:55:01 PM,17.891,,,,,
05/18/2017 04:55:01 PM,18.414,,,,,
05/18/2017 05:55:01 PM,17.962,,,,,
05/18/2017 06:55:01 PM,15.843,,,,,
05/18/2017 07:55:01 PM,14.218,,,,,
05/18/2017 08:55:01 PM,12.654,,,,,
05/18/2017 09:55:01 PM,9.903,,,,,
05/18/2017 10:55:01 PM,8.020,,,,,
05/18/2017 11:55:01 PM,6.813,,,,,
05/19/2017 12:55:01 AM,5.668,,,,,
05/19/2017 01:55:01 AM,5.076,,,,,
05/19/2017 02:55:01 AM,4.662,,,,,
05/19/2017 03:55:01 AM,4.220,,,,,
05/19/2017 04:55:01 AM,3.827,,,,,
05/19/2017 05:55:01 AM,3.670,,,,,
05/19/2017 06:55:01 AM,3.512,,,,,
05/19/2017 07:55:01 AM,3.301,,,,,
05/19/2017 08:55:01 AM,3.749,,,,,
05/19/2017 09:55:01 AM,4.194,,,,,
05/19/2017 10:55:01 AM,8.095,,,,,
05/19/2017 11:55:01 AM,14.984,,,,,
05/19/2017 12:55:01 PM,18.652,,,,,
05/19/2017 01:55:01 PM,20.436,,,,,
05/19/2017 02:55:01 PM,21.867,,,,,
05/19/2017 03:55:01 PM,21.867,,,,,
05/19/2017 04:55:01 PM,20.936,,,,,
05/19/2017 05:55:01 PM,19.365,,,,,
05/19/2017 06:55:01 PM,17.320,,,,,
05/19/2017 07:55:01 PM,15.318,,,,,
05/19/2017 08:55:01 PM,14.050,,,,,
05/19/2017 09:55:01 PM,11.467,,,,,
05/19/2017 10:55:01 PM,9.805,,,,,
05/19/2017 11:55:01 PM,8.792,,,,,
05/20/2017 12:55:01 AM,7.995,,,,,
05/20/2017 01:55:01 AM,7.419,,,,,
05/20/2017 02:55:01 AM,6.737,,,,,
05/20/2017 03:55:01 AM,6.281,,,,,
05/20/2017 04:55:01 AM,5.949,,,,,
05/20/2017 05:55:01 AM,5.668,,,,,
05/20/2017 06:55:01 AM,5.514,,,,,
05/20/2017 07:55:01 AM,5.591,,,,,
05/20/2017 08:55:01 AM,5.719,,,,,
05/20/2017 09:55:01 AM,6.051,,,,,
05/20/2017 10:55:01 AM,9.903,,,,,
05/20/2017 11:55:01 AM,16.582,,,,,
05/20/2017 12:55:01 PM,20.412,,,,,
05/20/2017 01:55:01 PM,22.513,,,,,
05/20/2017 02:55:01 PM,23.617,,,,,
05/20/2017 03:55:01 PM,23.376,,,,,
05/20/2017 04:55:01 PM,22.896,,,,,
05/20/2017 05:55:01 PM,21.604,,,,,
05/20/2017 06:55:01 PM,19.746,,,,,
05/20/2017 07:55:01 PM,18.319,,,,,
05/20/2017 08:55:01 PM,16.487,,,,,
05/20/2017 09:55:01 PM,13.594,,,,,
05/20/2017 10:55:01 PM,11.953,,,,,
05/20/2017 11:55:01 PM,10.443,,,,,
05/21/2017 12:55:01 AM,9.682,,,,,
05/21/2017 01:55:01 AM,9.558,,,,,
05/21/2017 02:55:01 AM,9.558,,,,,
05/21/2017 03:55:01 AM,9.410,,,,,
05/21/2017 04:55:01 AM,9.509,,,,,
05/21/2017 05:55:01 AM,9.386,,,,,
05/21/2017 06:55:01 AM,9.312,,,,,
05/21/2017 07:55:01 AM,9.682,,,,,
05/21/2017 08:55:01 AM,10.320,,,,,
05/21/2017 09:55:01 AM,11.565,,,,,
05/21/2017 10:55:01 AM,13.834,,,,,
05/21/2017 11:55:01 AM,15.533,,,,,
05/21/2017 12:55:01 PM,17.106,,,,,
05/21/2017 01:55:01 PM,17.938,,,,,
05/21/2017 02:55:01 PM,18.081,,,,,
05/21/2017 03:55:01 PM,17.106,,,,,
05/21/2017 04:55:01 PM,17.677,,,,,
05/21/2017 05:55:01 PM,16.654,,,,,
05/21/2017 06:55:01 PM,15.700,,,,,
05/21/2017 07:55:01 PM,14.553,,,,,
05/21/2017 08:55:01 PM,13.112,,,,,
05/21/2017 09:55:01 PM,12.098,,,,,
05/21/2017 10:55:01 PM,11.662,,,,,
05/21/2017 11:55:01 PM,11.248,,,,,
05/22/2017 12:55:01 AM,10.858,,,,,
05/22/2017 01:55:01 AM,10.687,,,,,
05/22/2017 02:55:01 AM,10.590,,,,,
05/22/2017 03:55:01 AM,10.369,,,,,
05/22/2017 04:55:01 AM,10.173,,,,,
05/22/2017 05:55:01 AM,10.124,,,,,
05/22/2017 06:55:01 AM,9.435,,,,,
05/22/2017 07:55:01 AM,9.213,,,,,
05/22/2017 08:55:01 AM,9.213,,,,,
05/22/2017 09:55:01 AM,9.485,,,,,
05/22/2017 10:55:01 AM,12.896,,,,,
05/22/2017 11:55:01 AM,18.652,,,,,
05/22/2017 12:55:01 PM,22.106,,,,,
05/22/2017 01:55:01 PM,23.689,,,,,
05/22/2017 02:55:01 PM,24.339,,,,,
05/22/2017 03:55:01 PM,24.315,,,,,
05/22/2017 04:55:01 PM,23.400,,,,,
05/22/2017 05:55:01 PM,22.393,,,,,
05/22/2017 06:55:01 PM,20.841,,,,,
05/22/2017 07:55:01 PM,19.222,,,,,
05/22/2017 08:55:01 PM,17.368,,,,,
05/22/2017 09:55:01 PM,14.553,,,,,
05/22/2017 10:55:01 PM,12.727,,,,,
05/22/2017 11:55:01 PM,11.783,,,,,
05/23/2017 12:55:01 AM,11.029,,,,,
05/23/2017 01:55:01 AM,10.492,,,,,
05/23/2017 02:55:01 AM,10.345,,,,,
05/23/2017 03:55:01 AM,10.418,,,,,
05/23/2017 04:55:01 AM,10.418,,,,,
05/23/2017 05:55:01 AM,9.903,,,,,
05/23/2017 06:55:01 AM,9.386,,,,,
05/23/2017 07:55:01 AM,9.608,,,,,
05/23/2017 08:55:01 AM,9.805,,,,,
05/23/2017 09:55:01 AM,10.394,,,,,
05/23/2017 10:55:01 AM,13.738,,,,,
05/23/2017 11:55:01 AM,18.913,,,,,
05/23/2017 12:55:01 PM,22.561,,,,,
05/23/2017 01:55:01 PM,23.713,,,,,
05/23/2017 02:55:01 PM,24.291,,,,,
05/23/2017 03:55:01 PM,19.199,,,,,
05/23/2017 04:55:01 PM,17.201,,,,,
05/23/2017 05:55:01 PM,18.652,,,,,
05/23/2017 06:55:01 PM,19.032,,,,,
05/23/2017 07:55:01 PM,17.891,,,,,
05/23/2017 08:55:01 PM,16.439,,,,,
05/23/2017 09:55:01 PM,14.146,,,,,
05/23/2017 10:55:01 PM,12.847,,,,,
05/23/2017 11:55:01 PM,12.147,,,,,
05/24/2017 12:55:01 AM,11.370,,,,,
05/24/2017 01:55:01 AM,10.712,,,,,
05/24/2017 02:55:01 AM,10.149,,,,,
05/24/2017 03:55:01 AM,9.731,,,,,
05/24/2017 04:55:01 AM,9.608,,,,,
05/24/2017 05:55:01 AM,9.410,,,,,
05/24/2017 06:55:01 AM,9.188,,,,,
05/24/2017 07:55:01 AM,9.213,,,,,
05/24/2017 08:55:01 AM,9.583,,,,,
05/24/2017 09:55:01 AM,10.198,,,,,
05/24/2017 10:55:01 AM,13.353,,,,,
05/24/2017 11:55:01 AM,18.461,,,,,
05/24/2017 12:55:01 PM,20.103,,,,,
05/24/2017 01:55:01 PM,16.749,,,,,
05/24/2017 02:55:01 PM,15.867,,,,,
05/24/2017 03:55:01 PM,17.558,,,,,
05/24/2017 04:55:01 PM,18.295,,,,,
05/24/2017 05:55:01 PM,16.558,,,,,
05/24/2017 06:55:01 PM,15.103,,,,,
05/24/2017 07:55:01 PM,15.438,,,,,
05/24/2017 08:55:01 PM,14.625,,,,,
05/24/2017 09:55:01 PM,12.558,,,,,
05/24/2017 10:55:01 PM,11.613,,,,,
05/24/2017 11:55:01 PM,10.785,,,,,
05/25/2017 12:55:01 AM,10.418,,,,,
05/25/2017 01:55:01 AM,10.198,,,,,
05/25/2017 02:55:01 AM,10.001,,,,,
05/25/2017 03:55:01 AM,9.780,,,,,
05/25/2017 04:55:01 AM,9.485,,,,,
05/25/2017 05:55:01 AM,9.608,,,,,
05/25/2017 06:55:01 AM,9.410,,,,,
05/25/2017 07:55:01 AM,9.608,,,,,
05/25/2017 08:55:01 AM,10.051,,,,,
05/25/2017 09:55:01 AM,10.614,,,,,
05/25/2017 10:55:01 AM,13.497,,,,,
05/25/2017 11:55:01 AM,17.486,,,,,
05/25/2017 12:55:01 PM,20.746,,,,,
05/25/2017 01:55:01 PM,20.317,,,,,
05/25/2017 02:55:01 PM,18.699,,,,,
