"Plot Title: P39"
"Date Time, GMT+02:00","Temp, °C (SEN S/N: 9772577)","Coupler Detached","Coupler Attached","Host Connected","Bad Battery","End Of File"
04/21/2017 10:17:23 AM,24.412,,,,,
04/21/2017 10:17:32 AM,,Logged,,,,
04/21/2017 11:17:23 AM,24.581,,,,,
04/21/2017 11:25:31 AM,,,Logged,Logged,,
04/21/2017 11:25:59 AM,,Logged,,,,
04/21/2017 11:53:10 AM,,,Logged,Logged,,
04/21/2017 11:53:20 AM,,Logged,,,,
04/21/2017 12:17:23 PM,24.726,,,,,
04/21/2017 01:17:23 PM,24.363,,,,,
04/21/2017 02:17:23 PM,25.040,,,,,
04/21/2017 03:17:23 PM,25.089,,,,,
04/21/2017 04:17:23 PM,25.186,,,,,
04/21/2017 05:17:23 PM,25.258,,,,,
04/21/2017 06:17:23 PM,25.331,,,,,
04/21/2017 07:17:23 PM,25.258,,,,,
04/21/2017 08:17:23 PM,25.355,,,,,
04/21/2017 09:17:23 PM,25.162,,,,,
04/21/2017 10:17:23 PM,24.581,,,,,
04/21/2017 11:17:23 PM,24.171,,,,,
04/22/2017 12:17:23 AM,23.930,,,,,
04/22/2017 01:17:23 AM,23.713,,,,,
04/22/2017 02:17:23 AM,23.569,,,,,
04/22/2017 03:17:23 AM,23.424,,,,,
04/22/2017 04:17:23 AM,23.280,,,,,
04/22/2017 05:17:23 AM,23.136,,,,,
04/22/2017 06:17:23 AM,22.992,,,,,
04/22/2017 07:17:23 AM,22.872,,,,,
04/22/2017 08:17:23 AM,22.800,,,,,
04/22/2017 09:17:23 AM,23.304,,,,,
04/22/2017 10:17:23 AM,23.472,,,,,
04/22/2017 11:17:23 AM,23.785,,,,,
04/22/2017 12:17:23 PM,24.002,,,,,
04/22/2017 01:17:23 PM,24.219,,,,,
04/22/2017 02:17:23 PM,24.412,,,,,
04/22/2017 03:17:23 PM,24.532,,,,,
04/22/2017 04:17:23 PM,24.726,,,,,
04/22/2017 05:17:23 PM,24.968,,,,,
04/22/2017 06:17:23 PM,24.968,,,,,
04/22/2017 07:17:23 PM,24.968,,,,,
04/22/2017 08:17:23 PM,24.823,,,,,
04/22/2017 09:17:23 PM,24.532,,,,,
04/22/2017 10:17:23 PM,24.291,,,,,
04/22/2017 11:17:23 PM,24.098,,,,,
04/23/2017 12:17:23 AM,23.954,,,,,
04/23/2017 01:17:23 AM,23.833,,,,,
04/23/2017 02:17:23 AM,23.713,,,,,
04/23/2017 03:17:23 AM,23.569,,,,,
04/23/2017 04:17:23 AM,23.424,,,,,
04/23/2017 05:17:23 AM,23.328,,,,,
04/23/2017 06:17:23 AM,23.232,,,,,
04/23/2017 07:17:23 AM,23.136,,,,,
04/23/2017 08:17:23 AM,23.088,,,,,
04/23/2017 09:17:23 AM,23.208,,,,,
04/23/2017 10:17:23 AM,23.569,,,,,
04/23/2017 11:17:23 AM,23.978,,,,,
04/23/2017 12:17:23 PM,24.291,,,,,
04/23/2017 01:17:23 PM,24.532,,,,,
04/23/2017 02:17:23 PM,24.702,,,,,
04/23/2017 03:17:23 PM,24.823,,,,,
04/23/2017 04:17:23 PM,24.968,,,,,
04/23/2017 05:17:23 PM,25.162,,,,,
04/23/2017 06:17:23 PM,25.258,,,,,
04/23/2017 07:17:23 PM,25.210,,,,,
04/23/2017 08:17:23 PM,24.968,,,,,
04/23/2017 09:17:23 PM,24.677,,,,,
04/23/2017 10:17:23 PM,24.412,,,,,
04/23/2017 11:17:23 PM,24.195,,,,,
04/24/2017 12:17:23 AM,24.050,,,,,
04/24/2017 01:17:23 AM,23.930,,,,,
04/24/2017 02:17:23 AM,23.785,,,,,
04/24/2017 03:17:23 AM,23.665,,,,,
04/24/2017 04:17:23 AM,23.521,,,,,
04/24/2017 05:17:23 AM,23.400,,,,,
04/24/2017 06:17:23 AM,23.280,,,,,
04/24/2017 07:17:23 AM,23.424,,,,,
04/24/2017 08:17:23 AM,22.369,,,,,
04/24/2017 09:17:23 AM,21.366,,,,,
04/24/2017 10:17:23 AM,20.746,,,,,
04/24/2017 11:17:23 AM,20.317,,,,,
04/24/2017 12:17:23 PM,20.865,,,,,
04/24/2017 01:17:23 PM,25.089,,,,,
04/24/2017 02:17:23 PM,16.511,,,,,
04/24/2017 03:17:23 PM,16.606,,,,,
04/24/2017 04:17:23 PM,11.613,,,,,
04/24/2017 05:17:23 PM,12.268,,,,,
04/24/2017 06:17:23 PM,11.880,,,,,
